,Title,Review,Rating
479,Fair,"-Just Bass & Useless Magnets & Nothing else
-Sond Quality is not good
-Bass Is Great But what about vacls
-Bild Quality is Great that is only thing i like",3
480,Highly recommended,Very best for 🏋🚴💪 sounds very perfect👍💯 build is very beautiful❤ and bass perfect buy this only this saler for best quality Is best 💯💯💯💯💯💯,5
481,Bad quality,"The build quality is premium but one buys earpieces for listening to music not just for the sake of longevity, tones are well balanced. But these are barely bassy. For most part it felt bland to me. No points for the bass. If you are looking for best bass in budget, go for Boat bass head 225. You will thank me later!",2
482,Very poor,"the very good and awesome

earmachine they made

fits comfort

no pain can use upto 6hrs contiinous

voice calling is good ......",1
483,Could be way better,"I bought this earphones after viewing very positive reviews about it. The earphone is good only on 60-70 % volume. When you try to listen at 80-100% volume, it sounds like a local cheap earphones. At times, for a very good scene with an awesome bgm v would want to listen at full volume. But this earphones is not meant for that. At first I thought it was because of the video/audio. Later realised it's the earphones",2
484,Nice,"Like only if you are a basshead then you can go for it. Apart from that it has a good build quality. But you can't get an earphone just for its build quality. An earphone is to provide you with quality sound which you will not get in this product. I have used JBL C100si which sound incredibly good and I am not promoting other brands here. I have used both this earphones simultaneously and found the JBL c100si way better. If you just listen to music you can consider this and if you want to fe...
READ MORE",3
485,Just wow!,delivery was fast reached in only 2 days For pubg lover it's good. Sound quality in game very good play game at volume level 80.,5
486,Wonderful,"Literally I've become the fan of realme buds 2 earphone now .
I'm using this earphone around 1 month and get amaze every time when I use it before realme buds2 I was using boat bassheads 225 extra bass earphone but realme buds2 is truly more powerful earphone in this price range and the durability of earphone is very good you get braided cable and upper side you get very good quality rubber, which is quite durable too. You get separately volume buttons and the quality of microphone is truly ...
READ MORE",5
487,Wonderful,"Its awesome its worth for this money
It has a premium build quality and
Super bass it is the best ever headset i used",5
488,Just wow!,"Afther 1 month of use i writing this review..
For multimedia purpose like video audio u can choose blindly this..its very well performance and clear good quality output...u got full satisfaction...Design and build its nice and good and strong enough... For gaming purpose thie was not best just good 4.5 out of 5...u can hear footsteps very clearly...but all squad pushing towards you all sounds become merging and collapse...previously i used boat 225 that was nice...but afther 1 year its stoped...
READ MORE",5
489,Good choice,All design and build quality is very impressive but sound quality is not so good like other companies like jbl and sennheiser. In this price range they provide very good quality of sound and bass.,4
490,Decent product,"sound quality is okay, not very clear at all, bass is overemphasized and not good bass. But I guess you cannot expect more in this range. Build quality seems very good. Comfort is not good, your ears might start paining after a while. Just a basic headphone with mic. I suggest going for Panasonic if you're okay without mic in this range. Panasonic Ergofit has a level of comfort not usually found in headphones anymore",3
491,Best in the market!,"The best for this range.. I suggest you don't go for that boat wired earphone in this price range.. this is best... We are users and we know how the earphone is.... Close your eyes and buy it... The wire quality is so good man...
Don't go with you tubers advice that this is not tangle free and all ... If u keep it properly no earphone will get tangled. And the wire is awesome rugged finish throughout.
It fits in ear perfectly. Length is best... Not too long not too short... Premium finish to...
READ MORE",5
492,Just wow!,"It's a value for money product obviously, I would like to thank Flipkart for providing such an amazing service and thank you for the person who delivered my parcel in a such difficult situation. Stay home & Stay safe.",5
493,Mind-blowing purchase,"Premium build , good braided cable , buttons are tactile but I would have been better if the casing was of metal . Sound is very good especially bass is well pronounced, sometimes you can feel punch in the ears , mids are good , highs are good(not best) . Overall a good purchase.",5
494,Highly recommended,"Product is awesome at this price point .
I was using it from 1 yr and it gives good performance till now from purchasing.
The bass quality is really nice and it gives clearly excellent sound at higher volume.
Product has Standard quality materials are used.
Flipkart's service and this product did not disappoint u
Just take it .",5
